time,src_ip,anomaly_score
2026-02-22 20:26:40,199.165.136.100,0.03109993374600961
2026-02-22 20:26:40,51.132.193.105,0.13098614169820633
2026-02-22 20:26:50,10.164.47.24,0.08813989966489472
2026-02-22 20:26:50,148.113.16.193,0.1298829526716429
2026-02-22 20:26:50,162.159.136.234,0.017243132771496028
2026-02-22 20:26:50,162.159.137.232,-0.012262565223532418
2026-02-22 20:26:50,34.54.84.110,-0.03864828356412198
2026-02-22 20:27:00,10.164.47.24,0.0655070356778184
2026-02-22 20:27:00,148.113.16.193,0.1298829526716429
2026-02-22 20:27:00,162.159.128.232,0.11440086380474956
2026-02-22 20:27:00,162.159.133.233,0.014230666539953085
2026-02-22 20:27:00,162.159.136.234,0.11368332050263608
2026-02-22 20:27:00,192.200.0.116,0.05049109620866882
2026-02-22 20:27:00,34.54.84.110,-0.03410581528676526
2026-02-22 20:27:10,10.164.47.24,0.02082928879224777
2026-02-22 20:27:10,148.113.16.193,0.1298829526716429
2026-02-22 20:27:10,162.159.136.234,0.13370221345969324
2026-02-22 20:27:10,192.200.0.116,0.13098614169820633
2026-02-22 20:27:10,199.165.136.100,0.05049109620866882
2026-02-22 20:27:10,51.132.193.105,0.08056809793682979
2026-02-22 20:27:20,10.164.47.24,0.021184254055986784
2026-02-22 20:27:20,148.113.16.193,0.1298829526716429
2026-02-22 20:27:20,162.159.136.234,0.08681643495189395
2026-02-22 20:27:20,34.54.84.110,-0.028492945765775546
2026-02-22 20:27:20,51.11.192.50,0.017036052183535655
2026-02-22 20:27:20,51.132.193.105,0.13614456463065822
2026-02-22 20:27:20,52.182.143.214,0.0029206099477119274
2026-02-22 20:27:30,10.164.47.24,0.05175079187055487
2026-02-22 20:27:30,104.208.16.90,0.0472609130752889
2026-02-22 20:27:30,140.82.114.25,0.03109993374600961
2026-02-22 20:27:30,148.113.16.193,0.1298829526716429
2026-02-22 20:27:30,162.159.133.233,-0.05345211909269576
2026-02-22 20:27:30,162.159.136.234,0.12685470363494816
2026-02-22 20:27:30,192.200.0.116,0.05049109620866882
2026-02-22 20:27:30,51.132.193.105,0.12502023608598184
2026-02-22 20:27:40,10.164.47.24,0.1251385666203913
2026-02-22 20:27:40,148.113.16.193,0.1298829526716429
2026-02-22 20:27:40,162.159.136.234,0.1252058028025927
2026-02-22 20:27:40,198.252.206.1,0.007132804815254801
2026-02-22 20:27:40,199.165.136.100,0.04152444392581156
2026-02-22 20:27:50,10.164.47.24,0.05275251069469461
2026-02-22 20:27:50,148.113.16.193,0.1298829526716429
2026-02-22 20:27:50,162.159.136.234,0.026931104961560814
2026-02-22 20:27:50,162.159.137.232,-0.05495724269098723
2026-02-22 20:27:50,34.54.84.110,-0.0393710099932465
2026-02-22 20:28:00,10.164.47.24,0.06520295954242522
2026-02-22 20:28:00,148.113.16.193,0.1298829526716429
2026-02-22 20:28:00,162.159.128.232,0.007132804815254801
2026-02-22 20:28:00,162.159.133.233,0.03815556336393222
2026-02-22 20:28:00,162.159.136.234,0.08725787490846676
2026-02-22 20:28:00,192.200.0.116,0.05049109620866882
2026-02-22 20:28:00,34.54.84.110,-0.0246245255979175
2026-02-22 20:28:00,51.132.193.105,0.09679845684519922
2026-02-22 20:28:10,10.164.47.24,0.08305642082838638
2026-02-22 20:28:10,148.113.16.193,0.1298829526716429
2026-02-22 20:28:10,162.159.136.234,0.11279405196016856
2026-02-22 20:28:10,199.165.136.100,0.05049109620866882
2026-02-22 20:28:10,20.207.73.85,0.02669355346425717
2026-02-22 20:28:10,51.132.193.105,0.13045829652147378
2026-02-22 20:28:30,10.164.47.24,0.1348156148993545
2026-02-22 20:28:30,140.82.114.25,0.03109993374600961
2026-02-22 20:28:30,162.159.136.234,0.06039774674109577
2026-02-22 20:28:30,162.159.133.233,0.03977998495472185
2026-02-22 20:28:30,162.159.136.234,0.07698062217831758
2026-02-22 20:28:30,192.200.0.116,0.04874147856073835
2026-02-22 20:28:40,10.164.47.24,0.1251385666203913
2026-02-22 20:28:40,148.113.16.193,0.1298829526716429
2026-02-22 20:28:40,162.159.136.234,0.13065801103168007
2026-02-22 20:28:40,162.159.137.232,0.035640110853483176
2026-02-22 20:28:40,198.252.206.1,0.032820319137921716
2026-02-22 20:28:40,199.165.136.100,0.04874147856073835
2026-02-22 20:28:50,10.164.47.24,0.13035349966506493
2026-02-22 20:28:50,162.159.136.234,0.06420199516047781
2026-02-22 20:28:50,162.159.128.232,0.032820319137921716
2026-02-22 20:28:50,162.159.136.234,0.061965044609463116
2026-02-22 20:28:50,34.54.84.110,-0.04116751263759555
2026-02-22 20:28:50,51.132.193.105,0.020253243779787544
2026-02-22 20:29:00,10.164.47.24,0.12896853195311936
2026-02-22 20:29:00,162.159.133.233,0.09773141372209682
2026-02-22 20:29:00,162.159.136.234,0.06758736802814214
2026-02-22 20:29:00,162.159.136.234,0.11359001228581461
2026-02-22 20:29:00,192.200.0.116,0.04841042416855529
2026-02-22 20:29:00,34.54.84.110,0.12896853195311936
2026-02-22 20:29:10,10.164.47.24,0.12841393943427393
2026-02-22 20:29:10,162.159.136.234,0.08935098268863345
2026-02-22 20:29:10,34.54.84.110,0.1375512561493587
2026-02-22 20:29:10,199.165.136.100,0.05049109620866882
2026-02-22 20:29:10,34.54.84.110,0.1375512561493587
2026-02-22 20:29:20,10.164.47.24,0.058136709865646286
2026-02-22 20:29:20,162.159.136.234,0.09454348644938299
2026-02-22 20:29:20,51.132.193.105,0.08717593633256837
2026-02-22 20:29:20,52.168.112.67,0.12561856353538298
2026-02-22 20:29:20,34.54.84.110,-0.02215569074216872
2026-02-22 20:29:20,51.132.193.105,0.10219183329956671
2026-02-22 20:29:20,52.168.112.67,0.03703745822073268
2026-02-22 20:29:30,10.164.47.24,-0.006573504607524705
2026-02-22 20:29:30,140.82.114.25,0.027483553297882768
2026-02-22 20:29:30,162.159.136.234,0.09541836130439363
2026-02-22 20:29:30,20.207.73.82,0.0526598608556097
2026-02-22 20:29:30,51.132.193.105,0.12933666662586907
2026-02-22 20:29:30,192.200.0.116,0.04267597562100589
2026-02-22 20:29:30,20.207.73.82,0.035574620231337284
2026-02-22 20:29:30,51.132.193.105,0.12352743723882259
2026-02-22 20:29:40,10.164.47.24,0.04061610524668097
2026-02-22 20:29:40,13.89.179.8,0.04184329240836948
2026-02-22 20:29:40,162.159.133.233,0.07776118974289103
2026-02-22 20:29:40,162.159.136.234,0.004981383242212867
2026-02-22 20:29:40,51.132.193.105,0.12215725943258632
2026-02-22 20:29:40,199.165.136.100,0.03860708164252069
2026-02-22 20:29:40,51.132.193.105,0.12215725943258632
2026-02-22 20:29:50,10.164.47.24,0.026660464803285322
2026-02-22 20:29:50,162.159.136.234,0.053827410301920287
2026-02-22 20:29:50,40.79.141.155,0.11560384664167517
2026-02-22 20:29:50,51.132.193.105,0.12584742420544437
2026-02-22 20:29:50,51.132.193.105,0.12021297636711148
