time,src_ip,anomaly_score
2026-02-22 20:25:20,10.164.47.24,0.013436977185191323
2026-02-22 20:25:20,34.54.84.110,0.05535890340504712
2026-02-22 20:25:30,10.164.47.24,-0.013303688693612314
2026-02-22 20:25:30,140.82.114.25,0.1126223669201547
2026-02-22 20:25:30,148.113.16.193,0.12243023003943193
2026-02-22 20:25:30,192.200.0.116,0.12131109568538528
2026-02-22 20:25:40,10.164.47.24,0.026553558606969507
2026-02-22 20:25:40,148.113.16.193,0.014793673050706446
2026-02-22 20:25:40,199.165.136.100,0.12121260675507795
2026-02-22 20:25:20,10.164.47.24,-0.024999072570780045
2026-02-22 20:25:20,34.54.84.110,0.05226099006914492
2026-02-22 20:25:30,10.164.47.24,0.03568691064462204
2026-02-22 20:25:30,140.82.114.25,0.12780116990325746
2026-02-22 20:25:30,148.113.16.193,0.12896819667255577
2026-02-22 20:25:30,192.200.0.116,0.12121260675507795
2026-02-22 20:25:40,10.164.47.24,0.026553558606969507
2026-02-22 20:25:40,148.113.16.193,0.014793673050706446
2026-02-22 20:25:40,199.165.136.100,0.12121260675507795
2026-02-22 20:26:20,10.164.47.24,-0.13187819338589235
2026-02-22 20:26:20,162.159.136.234,0.10593915730611653
2026-02-22 20:26:20,162.159.137.232,0.05288243342810378
2026-02-22 20:26:20,34.54.84.110,-0.08577035247253872
2026-02-22 20:26:20,34.54.84.110,-0.04031622400322532
2026-02-22 20:26:30,10.164.47.24,-0.07261062250286121
2026-02-22 20:26:30,140.82.114.25,0.03635859928440077
2026-02-22 20:26:30,148.113.16.193,0.03915863636035255
2026-02-22 20:26:30,162.159.137.232,0.07752221363116357
2026-02-22 20:26:30,162.159.137.232,0.07441114118761927
2026-02-22 20:26:30,192.200.0.116,0.025262693665005997
2026-02-22 20:26:40,10.164.47.24,0.13362479475195305
2026-02-22 20:26:40,148.113.16.193,0.13919261331757804
2026-02-22 20:26:40,162.159.136.234,0.029625428077485583
2026-02-22 20:26:40,199.165.136.100,0.04784612820883921
2026-02-22 20:26:40,199.165.136.100,0.049587641429964524
2026-02-22 20:26:40,51.132.193.105,0.14104969616176977
2026-02-22 20:26:50,10.164.47.24,0.13370910881865788
2026-02-22 20:26:50,148.113.16.193,0.1395853386508938
2026-02-22 20:26:50,162.159.136.234,0.14330061636600555
2026-02-22 20:26:50,162.159.137.232,0.07483885379777283
2026-02-22 20:26:50,34.54.84.110,-0.05280271765325939
2026-02-22 20:27:00,10.164.47.24,0.1371223786516813
2026-02-22 20:27:00,162.159.136.234,0.04070822822524328
2026-02-22 20:27:00,162.159.128.232,0.1268370602992543
2026-02-22 20:27:00,162.159.136.234,0.13666874562139525
2026-02-22 20:27:00,34.54.84.110,0.13840548815407505
2026-02-22 20:27:00,192.200.0.116,0.03170218413881254
2026-02-22 20:27:00,34.54.84.110,-0.045879910341591446
2026-02-22 20:27:10,10.164.47.24,0.1299953114098999
2026-02-22 20:27:10,192.200.0.116,0.12406473839598148
2026-02-22 20:27:10,162.159.136.234,0.12346451113947465
2026-02-22 20:27:10,192.200.0.116,0.1359296629345701
2026-02-22 20:27:10,199.165.136.100,0.033752844764681655
2026-02-22 20:27:10,51.132.193.105,0.091559473753892
2026-02-22 20:27:20,10.164.47.24,0.06666933540245251
2026-02-22 20:27:20,162.159.136.234,0.09549452098930883
2026-02-22 20:27:20,52.182.143.214,-0.00722288534989568
2026-02-22 20:27:20,34.54.84.110,-0.027001561204393343
2026-02-22 20:27:20,51.11.192.50,0.015920895453655493
2026-02-22 20:27:20,51.132.193.105,0.12626928831321832
2026-02-22 20:27:20,52.182.143.214,0.00018565381081492305
2026-02-22 20:27:30,10.164.47.24,0.04730283791415202
2026-02-22 20:27:30,104.208.16.90,0.03768471598621426
2026-02-22 20:27:30,162.159.136.234,-0.0038325640253698
2026-02-22 20:27:30,51.132.193.105,0.12790501485281341
2026-02-22 20:27:30,162.159.136.234,0.12221724645284032
2026-02-22 20:27:30,192.200.0.116,0.039979480177117444
2026-02-22 20:27:30,51.132.193.105,0.12450709344640648
2026-02-22 20:27:30,51.132.193.105,0.1273190536727714
2026-02-22 20:27:40,10.164.47.24,0.1329254370638157
2026-02-22 20:27:40,162.159.136.234,0.09963140981984986
2026-02-22 20:27:40,162.159.136.234,0.1270235497126257
2026-02-22 20:27:40,198.252.206.1,0.009652435014408156
2026-02-22 20:27:40,199.165.136.100,0.03088582232158732
2026-02-22 20:27:50,10.164.47.24,0.1278345878257185
2026-02-22 20:27:50,162.159.136.234,0.014001850518893688
2026-02-22 20:27:50,162.159.137.232,0.0070532871464328295
2026-02-22 20:27:50,162.159.137.232,-0.055759992792360324
2026-02-22 20:27:50,34.54.84.110,-0.04093535833306594
2026-02-22 20:28:00,10.164.47.24,0.06517064365456787
2026-02-22 20:28:00,162.159.128.232,0.007132804815254801
2026-02-22 20:28:00,34.54.84.110,0.12841393943427393
2026-02-22 20:28:00,51.132.193.105,0.09679845684519922
2026-02-22 20:28:00,162.159.136.234,0.09264439370691224
2026-02-22 20:28:00,192.200.0.116,0.05049109620866882
2026-02-22 20:28:00,34.54.84.110,-0.03366158359179261
2026-02-22 20:28:00,51.132.193.105,0.09679845684519922
2026-02-22 20:28:10,10.164.47.24,0.06833823442327264
2026-02-22 20:28:10,162.159.136.234,0.11294628534705481
2026-02-22 20:28:10,199.165.136.100,0.04841042416855529
2026-02-22 20:28:10,51.132.193.105,0.13065801103168007
2026-02-22 20:25:20,10.164.47.24,0.12430565575092162
2026-02-22 20:25:20,34.54.84.110,0.12915530650843843
2026-02-22 20:25:30,10.164.47.24,0.1307065663600861
2026-02-22 20:25:30,140.82.114.25,0.1298829526716429
2026-02-22 20:25:30,148.113.16.193,0.1298829526716429
2026-02-22 20:25:30,192.200.0.116,0.13098614169820633
2026-02-22 20:25:40,10.164.47.24,0.13045829652147378
2026-02-22 20:25:40,148.113.16.193,0.1298829526716429
2026-02-22 20:25:40,199.165.136.100,0.13098614169820633
2026-02-22 20:26:20,10.164.47.24,-0.0957462473887446
2026-02-22 20:26:20,162.159.136.234,0.11971224118304086
2026-02-22 20:26:20,162.159.137.232,0.0692343201541809
2026-02-22 20:26:20,34.107.243.93,0.1298829526716429
2026-02-22 20:26:20,34.54.84.110,-0.03618955092276044
2026-02-22 20:26:30,10.164.47.24,-0.05996961008672963
2026-02-22 20:26:30,140.82.114.25,0.03109993374600961
2026-02-22 20:26:30,148.113.16.193,0.03109993374600961
2026-02-22 20:26:30,162.159.136.234,0.025000774812640625
2026-02-22 20:26:30,162.159.137.232,0.0792078140806402
2026-02-22 20:26:30,192.200.0.116,0.014704436920168096
2026-02-22 20:26:40,10.164.47.24,0.12475034263560303
2026-02-22 20:26:40,148.113.16.193,0.1298829526716429
2026-02-22 20:26:40,162.159.136.234,0.04356821019610185
2026-02-22 20:26:40,198.252.206.1,0.11440086380474956
