time,src_ip,packet_count,avg_packet_size,std_packet_size,max_packet_size,min_packet_size,avg_inter_arrival,max_inter_arrival,unique_protocols,unique_dst_ports,protocol_entropy,port_entropy
2026-02-22 20:25:20,10.164.47.24,-0.44632558203643047,-0.2371295954546799,-0.3005732933339203,-0.3455285163929017,0.7010632207361532,-0.6162172229252226,-0.8519234338993227,-0.12082441866603465,-0.27842302319485224,-0.11427029883556221,-0.277186799341715
2026-02-22 20:25:20,34.54.84.110,-0.40149953008334965,-0.551878028857117,-0.45900401115275363,-0.5098418238364291,-0.3592672173656662,-0.6162172229252226,-0.8519234338993227,-0.12082441866603465,-0.27842302319485224,-0.11427029883556221,-0.277186799341715
2026-02-22 20:25:30,10.164.47.24,-0.44632558203643047,-0.6411521299676264,-0.6536351766289651,-0.675735066928452,-0.3592672173656662,-0.5037139948689087,-0.6826751861927873,-0.12082441866603465,-0.27842302319485224,-0.11427029883556221,-0.277186799341715
2026-02-22 20:25:30,140.82.114.25,-0.5359776859425921,-0.6159722552954314,-0.6391161712912319,-0.6820548095224338,-0.3592672173656662,-0.5787161469064513,-0.7955073513304776,-0.12082441866603465,-0.27842302319485224,-0.11427029883556221,-0.277186799341715
2026-02-22 20:25:30,148.113.16.193,-0.5359776859425921,-0.6754883227024377,-0.7179777092116549,-0.7231331363833156,-0.3592672173656662,-0.6162172229252226,-0.8519234338993227,-0.12082441866603465,-0.27842302319485224,-0.11427029883556221,-0.277186799341715
2026-02-22 20:25:30,192.200.0.116,-0.5808037378956729,-0.6754883227024377,-0.7179777092116549,-0.7231331363833156,-0.3592672173656662,-0.6162172229252226,-0.8519234338993227,-0.12082441866603465,-0.27842302319485224,-0.11427029883556221,-0.277186799341715
2026-02-22 20:25:40,10.164.47.24,-0.4911516339895113,-0.6754883227024377,-0.7179777092116549,-0.7231331363833156,-0.3592672173656662,-0.41621148415844234,-0.457010855917407,-0.12082441866603465,-0.27842302319485224,-0.11427029883556221,-0.277186799341715
2026-02-22 20:25:40,148.113.16.193,-0.5359776859425921,-0.6754883227024377,-0.7179777092116549,-0.7231331363833156,-0.3592672173656662,-0.24120646273750948,-0.2877626082108717,-0.12082441866603465,-0.27842302319485224,-0.11427029883556221,-0.277186799341715
2026-02-22 20:25:40,199.165.136.100,-0.5808037378956729,-0.6754883227024377,-0.7179777092116549,-0.7231331363833156,-0.3592672173656662,-0.6162172229252226,-0.8519234338993227,-0.12082441866603465,-0.27842302319485224,-0.11427029883556221,-0.277186799341715
2026-02-22 20:26:20,10.164.47.24,1.1674122882744784,0.05255341725134497,0.8889402310350153,1.311823978878831,-0.3592672173656662,-0.5280896942811101,1.5175520339921715,8.276472678623426,-0.27842302319485224,5.119093599239534,-0.277186799341715
2026-02-22 20:26:20,162.159.136.234,-0.3118474261771881,-0.1509621022582724,-0.390091564348086,-0.3502683233383881,1.1799221282660073,-0.5626442571841208,-0.7390912687616324,-0.12082441866603465,-0.27842302319485224,-0.11427029883556221,-0.277186799341715
2026-02-22 20:26:20,162.159.137.232,-0.5359776859425921,1.1351735741799458,1.6630341087703486,0.5218561546311034,-0.25665459432355464,-0.6162172229252226,-0.8519234338993227,-0.12082441866603465,-0.27842302319485224,-0.11427029883556221,-0.277186799341715
2026-02-22 20:26:20,34.107.243.93,-0.5359776859425921,-0.6205504143267396,-0.6451824434389568,-0.6852146808194247,-0.3592672173656662,-0.6162172229252226,-0.8519234338993227,-0.12082441866603465,-0.27842302319485224,-0.11427029883556221,-0.277186799341715
2026-02-22 20:26:20,34.54.84.110,0.9432820285090744,2.1598309676585914,1.921095892691943,1.280225265908922,-0.3592672173656662,-0.48764210514657813,2.420209355093693,-0.12082441866603465,-0.27842302319485224,-0.11427029883556221,-0.277186799341715
2026-02-22 20:26:30,10.164.47.24,-0.26702137422410727,0.13827944511259055,1.1143259244656014,1.2170278399691037,-0.3592672173656662,-0.5318398018829872,-0.6826751861927873,8.276472678623426,-0.27842302319485224,10.535937341232488,-0.277186799341715
2026-02-22 20:26:30,140.82.114.25,-0.5359776859425921,-0.6159722552954314,-0.6391161712912319,-0.6820548095224338,-0.3592672173656662,1.6338473382010563,2.476625437662538,-0.12082441866603465,-0.27842302319485224,-0.11427029883556221,-0.277186799341715
